Step	Loss	Loss per Cell	 Change 
1009	1282904832.0	168559.29996058336	50.25147812376963
1010	1282513024.0	168507.8207857049	51.47917487844825
1011	1282090112.0	168452.25489423203	55.56589147288469
1012	1281694208.0	168400.23755091315	52.017343318875646
1013	1281312256.0	168350.05334384443	50.18420706872712
1014	1280938624.0	168300.96229142032	49.09105242410442
1015	1280573440.0	168252.98121140455	47.98108001577202
1016	1280179072.0	168201.16568125083	51.81553015371901
1017	1279772416.0	168147.73564577586	53.4300354749721
1018	1279412736.0	168100.4777296019	47.25791617395589
1019	1279053696.0	168053.30390224676	47.17382735514548
1020	1278645120.0	167999.62160031532	53.68230193143245
1021	1278266112.0	167949.82420181317	49.797398502152646
1022	1277851648.0	167895.36828274865	54.45591906452319
1023	1277452288.0	167842.89685980818	52.471422940463526
1024	1277067264.0	167792.30902640914	50.58783339904039
1025	1276712960.0	167745.75745631324	46.551570095907664
1026	1276324736.0	167694.74917882012	51.00827749312157
1027	1275913600.0	167640.73052161344	54.018657206674106
1028	1275529088.0	167590.20995926947	50.52056234396878
1029	1275176448.0	167543.8770201025	46.332939166983124
1030	1274791296.0	167493.27236893968	50.604651162808295
1031	1274388736.0	167440.38050190514	52.8918670345447
1032	1274040960.0	167394.68663776113	45.69386414400651
1033	1273653376.0	167343.76244908685	50.92418867428205
1034	1273302144.0	167297.61450532125	46.14794376559439
1035	1272894080.0	167243.9994744449	53.615030876360834
1036	1272526080.0	167195.64840362634	48.35107081854949
1037	1272132352.0	167143.91696229143	51.731441334908595
1038	1271746176.0	167093.1777690185	50.73919327292242
1039	1271346432.0	167040.65589278674	52.52187623176724
1040	1270977408.0	166992.1702798581	48.48561292863451
1041	1270598272.0	166942.35606359216	49.81421626594965
1042	1270258048.0	166897.65444751017	44.70161608199123
1043	1269842048.0	166842.99671528052	54.65773222965072
1044	1269477120.0	166795.04927079228	47.947444488236215
1045	1269111424.0	166747.00091972147	48.04835107081453
1046	1268736256.0	166697.70805413218	49.29286558929016
1047	1268328576.0	166644.1434765471	53.56457758508623
1048	1267970560.0	166597.10419130206	47.03928524503135
1049	1267564160.0	166543.70779135462	53.396399947436294
1050	1267221248.0	166498.65300223362	45.054789121000795
1051	1266830464.0	166447.30836946526	51.344632768363226
1052	1266468224.0	166399.71409801603	47.59427144922665
1053	1266085888.0	166349.47943765603	50.234660360001726
1054	1265726208.0	166302.22152148208	47.25791617395589
1055	1265329408.0	166250.08645381685	52.13506766522187
1056	1264975104.0	166203.53488372092	46.55157009593677
1057	1264582272.0	166151.92116673235	51.61371698856237
1058	1264228352.0	166105.42004992775	46.50111680460395
1059	1263853824.0	166056.21127315727	49.208776770479744
1060	1263506432.0	166010.56786230457	45.6434108527028
1061	1263126016.0	165960.585468401	49.98239390357048
1062	1262762624.0	165912.83983707792	47.74563132307958
1063	1262404992.0	165865.85100512416	46.988831953756744
1064	1262057856.0	165820.24122979896	45.6097753251961
1065	1261673472.0	165769.73748521876	50.50374458020087
1066	1261288576.0	165719.1664695835	50.57101563527249
1067	1260914944.0	165670.0754171594	49.09105242410442
1068	1260565376.0	165624.1461043227	45.929312836698955
1069	1260176256.0	165573.02010248325	51.126001839438686
1070	1259819648.0	165526.1658126396	46.85428984364262
1071	1259452544.0	165477.9324661674	48.233346472203266
1072	1259098240.0	165431.38089607147	46.55157009593677
1073	1258715648.0	165381.11260018396	50.26829588750843
1074	1258342016.0	165332.02154775982	49.09105242413352
1075	1257941120.0	165279.34831165418	52.673236105649266
1076	1257585024.0	165232.56129286558	46.78701878860011
1077	1257207168.0	165182.91525423728	49.64603862829972
1078	1256823040.0	165132.4451451846	50.470109052665066
1079	1256457088.0	165084.36315858626	48.08198659835034
1080	1256098816.0	165037.2902378137	47.07292077256716
1081	1255723648.0	164987.9973722244	49.29286558929016
1082	1255395072.0	164944.82617264485	43.171199579548556
1083	1254996224.0	164892.42202075943	52.404151885421015
1084	1254631168.0	164844.45775850743	47.96426225200412
1085	1254271232.0	164797.16620680594	47.2915517014917
1086	1253909888.0	164749.68965970306	47.47654710288043
1087	1253495168.0	164695.20010511103	54.48955459202989
1088	1253133696.0	164647.70674024438	47.493364866648335
1089	1252780288.0	164601.27289449482	46.43384574956144
1090	1252464512.0	164559.78347129156	41.489423203252954
1091	1252092672.0	164510.92786756012	48.85560373144108
1092	1251716736.0	164461.53409538826	49.39377217186848
1093	1251324544.0	164410.0044672185	51.52962816975196
1094	1250962816.0	164362.47746682432	47.52700039418414
1095	1250621568.0	164317.64130863224	44.836158192076255
1096	1250278784.0	164272.603337275	45.03797135723289
1097	1249913344.0	164224.5886217317	48.01471554330783
1098	1249533568.0	164174.69031664697	49.898305084730964
1099	1249173760.0	164127.41558270925	47.274733937723795
1100	1248807680.0	164079.31677834713	48.098804362118244
1101	1248442112.0	164031.28524504008	48.03153330704663
1102	1248091648.0	163985.23820785704	46.04703718304518
1103	1247676544.0	163930.69819997373	54.5400078833045
1104	1247301760.0	163881.45578767575	49.24241229798645
1105	1246961664.0	163836.77098935752	44.68479831822333
1106	1246647424.0	163795.4833793194	41.28761003812542
1107	1246238080.0	163741.70017080542	53.78320851398166
1108	1245845632.0	163690.13690710813	51.563263697287766
1109	1245507072.0	163645.65392195506	44.48298515306669
1110	1245141760.0	163597.65602417552	47.997897779539926
1111	1244788992.0	163551.30626724477	46.34975693075103
1112	1244416256.0	163502.33293916698	48.9733280777873
1113	1244074880.0	163457.47996321114	44.85297595584416
1114	1243701248.0	163408.388910787	49.09105242413352
1115	1243328768.0	163359.44921823675	48.93969255025149
1116	1242946688.0	163309.2481934043	50.20102483246592
1117	1242563840.0	163258.94626198921	50.30193141507334
1118	1242268416.0	163220.13086322427	38.815398764942074
1119	1241906304.0	163172.5534095388	47.57745368545875
1120	1241508480.0	163120.2837997635	52.26960977530689
1121	1241125632.0	163069.98186834843	50.30193141507334
1122	1240775808.0	163024.01891998423	45.96294836420566
1123	1240462208.0	162982.81539876494	41.2035212192859
1124	1240089088.0	162933.79161739588	49.02378136906191
1125	1239746560.0	162888.78728156615	45.00433582972619
1126	1239379712.0	162840.58757062146	48.19971094469656
1127	1239023488.0	162793.78373406912	46.80383655233891
1128	1238662144.0	162746.30718696624	47.47654710288043
1129	1238316288.0	162700.86558927866	45.44159768757527
1130	1237964928.0	162654.7008277493	46.164761529362295
1131	1237617280.0	162609.02378136906	45.67704638023861
1132	1237249280.0	162560.6727105505	48.35107081854949
1133	1236887680.0	162513.16252792013	47.510182630387135
1134	1236543104.0	162467.8891078702	45.273420049925335
1135	1236189568.0	162421.43844435684	46.45066351335845
1136	1235832832.0	162374.56733674943	46.87110760741052
1137	1235434624.0	162322.24727368282	52.3200630666106
1138	1235085696.0	162276.40204966496	45.84522401785944
1139	1234719360.0	162228.26960977534	48.13243988962495
1140	1234335616.0	162177.84995401392	50.41965576141956
1141	1233986560.0	162131.9879122323	45.86204178162734
1142	1233662720.0	162089.43896991198	42.54894232031074
1143	1233301376.0	162041.9624228091	47.47654710288043
1144	1232951552.0	161995.9994744449	45.96294836420566
1145	1232583680.0	161947.66522139008	48.33425305481069
1146	1232256256.0	161904.64538168442	43.01983970566653
1147	1231874816.0	161854.52844567073	50.11693601368461
1148	1231560320.0	161813.2072001051	41.321245565632125
1149	1231210752.0	161767.27788726843	45.92931283666985
1150	1230844288.0	161719.12862961504	48.14925765339285
1151	1230482560.0	161671.60162922085	47.52700039418414
1152	1230165504.0	161629.94402837998	41.65760084087378
1153	1229783808.0	161579.7934568388	50.15057154119131
1154	1229415936.0	161531.459203784	48.334253054781584
1155	1229098112.0	161489.70069636052	41.758507423481205
1156	1228752512.0	161444.2927342005	45.40796216001036
1157	1228400896.0	161398.09433714362	46.1983970568981
1158	1228081408.0	161356.1171987912	41.977138352405746
1159	1227713152.0	161307.73249244515	48.38470634605619
1160	1227321216.0	161256.2364998029	51.495992642245255
1161	1226984576.0	161212.0057811063	44.230718696606345
1162	1226666880.0	161170.2640914466	41.7416896597133
1163	1226347008.0	161128.2364998029	42.02759164368035
1164	1225977216.0	161079.6499802917	48.58651951121283
1165	1225628928.0	161033.88884509262	45.761135199078126
1166	1225275648.0	160987.47181710682	46.41702798579354
1167	1224926464.0	160941.59295756143	45.878859545395244
1168	1224549376.0	160892.0478255157	49.5451320457214
1169	1224240000.0	160851.3992905006	40.648535015119705
1170	1223887872.0	160805.13362238865	46.26566811194061
1171	1223564288.0	160762.61831559584	42.51530679280404
1172	1223190784.0	160713.54408093548	49.07423466036562
1173	1222839168.0	160667.3456838786	46.198397056869
1174	1222454528.0	160616.80830377087	50.53738010773668
1175	1222144512.0	160576.07567993694	40.73262383393012
1176	1221791104.0	160529.64183418735	46.433845749590546
1177	1221444096.0	160484.04887662592	45.59295756142819
1178	1221066496.0	160434.43647352516	49.61240310076391
1179	1220745216.0	160392.2238864801	42.212587045069085
1180	1220408960.0	160348.04362107476	44.18026540533174
1181	1220048896.0	160300.73525160953	47.3083694652305
1182	1219676800.0	160251.84601235055	48.889239258976886
1183	1219361408.0	160210.40704243857	41.43896991197835
1184	1218987904.0	160161.3328077782	49.07423466036562
1185	1218665856.0	160119.01931415056	42.313493627647404
1186	1218319488.0	160073.51044540797	45.508868742588675
1187	1218017408.0	160033.82052292733	39.689922480640234
1188	1217623424.0	159982.05544606491	51.7650768624153
1189	1217271424.0	159935.8065957167	46.24885034820181
1190	1216930304.0	159890.9872552884	44.81934042830835
1191	1216621696.0	159850.43962685586	40.54762843254139
1192	1216266496.0	159803.7703324136	46.669294442253886
1193	1215929472.0	159759.4891604257	44.28117198791006
1194	1215589248.0	159714.7875443437	44.70161608199123
1195	1215255552.0	159670.94363421365	43.843910130060976
1196	1214877568.0	159621.28077782158	49.662856392067624
1197	1214526592.0	159575.1664695835	46.11430823808769
1198	1214159616.0	159526.94994087506	48.21652870843536
1199	1213823744.0	159482.820128761	44.12981211405713
1200	1213495680.0	159439.7162002365	43.103928524506046
1201	1213184896.0	159398.88266981998	40.83353041650844
1202	1212786560.0	159346.5457889896	52.336880830378504
1203	1212461824.0	159303.87912232295	42.666666666656965
1204	1212116352.0	159258.48797792668	45.39114439627156
1205	1211875840.0	159226.88739981604	31.60057811063598
1206	1211462784.0	159172.61647615294	54.27092366310535
1207	1211104768.0	159125.5771909079	47.03928524503135
1208	1210762112.0	159080.5560373144	45.02115359349409
1209	1210427520.0	159036.594402838	43.9616344764072
1210	1210056832.0	158987.89015898042	48.70424385758815
1211	1209734272.0	158945.50939429773	42.380764682689914
1212	1209420928.0	158904.33950860598	41.169885691750096
1213	1209071104.0	158858.37656024177	45.96294836420566
1214	1208669312.0	158805.58559978977	52.79096045199549
1215	1208346624.0	158763.18801734332	42.39758244645782
1216	1208014592.0	158719.56273814215	43.62527920116554
1217	1207679232.0	158675.50019708317	44.062541058985516
1218	1207303552.0	158626.14006043883	49.36013664433267
1219	1207025792.0	158589.6455130732	36.494547365640756
1220	1206675712.0	158543.64892918145	45.996583891741466
1221	1206328320.0	158498.00551832875	45.6434108527028
1222	1205978368.0	158452.02575220077	45.97976612797356
1223	1205639296.0	158407.47549599264	44.55025620813831
1224	1205303424.0	158363.3456838786	44.12981211402803
1225	1204996992.0	158323.08395743003	40.261726448574336
1226	1204672896.0	158280.5013795822	42.58257784784655
1227	1204342144.0	158237.04427801867	43.45710156351561
1228	1203989376.0	158190.6945210879	46.34975693078013
1229	1203646208.0	158145.60609643935	45.0884246485366
1230	1203284224.0	158098.04546051766	47.560635921690846
1231	1202984960.0	158058.72552883983	39.319931677833665
1232	1202638464.0	158013.19984233347	45.52568650635658
1233	1202292992.0	157967.8086979372	45.39114439627156
1234	1201963136.0	157924.46932072	43.33937721719849
1235	1201627776.0	157880.40677966102	44.062541058985516
1236	1201305856.0	157838.11010379714	42.2966758638795
1237	1200931456.0	157788.91814479043	49.19195900671184
1238	1200585984.0	157743.52700039416	45.39114439627156
1239	1200238080.0	157697.8163184864	45.71068190774531
1240	1199906816.0	157654.29194586782	43.52437261858722
1241	1199591936.0	157612.92024701092	41.37169885690673
1242	1199233408.0	157565.8136907108	47.106556300102966
1243	1198892544.0	157521.02798581	44.78570490080165
1244	1198571136.0	157478.79858100117	42.22940480883699
1245	1198233600.0	157434.45013795822	44.34844304295257
1246	1197872384.0	157386.9904086191	47.45972933911253
1247	1197555712.0	157345.3832610695	41.607147549599176
1248	1197242496.0	157304.2301931415	41.153067928011296
1249	1196946432.0	157265.33070555775	38.89948758375249
1250	1196582912.0	157217.5682564709	47.76244908684748
1251	1196256512.0	157174.68295887532	42.885297595581505
1252	1195886336.0	157126.0459860728	48.63697280251654
1253	1195545984.0	157081.32755222704	44.71843384575914
1254	1195194496.0	157035.1459729339	46.1815792931302
1255	1194912896.0	156998.14689265538	36.99908027853235
1256	1194569088.0	156952.97437918803	45.17251346734702
1257	1194221312.0	156907.28051504403	45.69386414400651
1258	1193915776.0	156867.1365129418	40.144002102228114
1259	1193582720.0	156823.37669163055	43.75982131125056
1260	1193219328.0	156775.63106030744	47.74563132310868
1261	1192884736.0	156731.66942583103	43.9616344764072
1262	1192580480.0	156691.69360136645	39.97582446457818
1263	1192268800.0	156650.7423466036	40.95125476285466
1264	1191941376.0	156607.7225068979	43.01983970569563
1265	1191577600.0	156559.92642228355	47.796084614354186
1266	1191247744.0	156516.58704506635	43.33937721719849
1267	1190918272.0	156473.29812114045	43.28892392589478
1268	1190553216.0	156425.33385888845	47.96426225200412
1269	1190227072.0	156382.4821968204	42.8516620680457
1270	1189921408.0	156342.3213769544	40.16081986599602
1271	1189609984.0	156301.4037577191	40.91761923531885
1272	1189254528.0	156254.7008277493	46.70292996978969
1273	1188896768.0	156207.6951780318	47.005649717495544
1274	1188580608.0	156166.15530153725	41.539876494556665
1275	1188275712.0	156126.09538825383	40.0599132834177
1276	1187901952.0	156076.98751806596	49.10787018787232
1277	1187583104.0	156035.0944685324	41.89304953356623
1278	1187275392.0	155994.6645644462	40.429904086195165
1279	1186925824.0	155948.73525160953	45.92931283666985
1280	1186571648.0	155902.20049927736	46.534752332168864
1281	1186249984.0	155859.937458941	42.26304033634369
1282	1185952384.0	155820.83615819208	39.10130074893823
1283	1185618048.0	155776.9081592432	43.92799894887139
1284	1185266688.0	155730.74339771384	46.164761529362295
1285	1184919808.0	155685.16725791618	45.57613979766029
1286	1184582912.0	155640.902903692	44.26435422417126
1287	1184293760.0	155602.91157535146	37.991328340547625
1288	1183983872.0	155562.1957692813	40.715806070162216
1289	1183628288.0	155515.47602154777	46.71974773352849
1290	1183289856.0	155471.00985415844	44.46616738932789
1291	1183009536.0	155434.17895151753	36.83090264091152
1292	1182674560.0	155390.16686374982	44.01208776771091
1293	1182318336.0	155343.36302719748	46.80383655233891
1294	1181999488.0	155301.46997766392	41.89304953356623
1295	1181658624.0	155256.68427276312	44.78570490080165
1296	1181347968.0	155215.86756011038	40.816712652740534
1297	1180993536.0	155169.2991722507	46.56838785967557
1298	1180690432.0	155129.47470765997	39.824464590725256
1299	1180383616.0	155089.16252792013	40.31217973984894
1300	1180073600.0	155048.4299040862	40.73262383393012
1301	1179700352.0	154999.38930495337	49.04059913282981
1302	1179362816.0	154955.04086191038	44.34844304298167
1303	1179041408.0	154912.81145710158	42.229404808807885
1304	1178727552.0	154871.57430035475	41.23715674682171
1305	1178374016.0	154825.12363684142	46.450663513329346
1306	1178067584.0	154784.86191039285	40.261726448574336
1307	1177764480.0	154745.03744580213	39.824464590725256
1308	1177432960.0	154701.47943765603	43.558008146093925
1309	1177080960.0	154655.23058730783	46.24885034820181
1310	1176787712.0	154616.70109052688	38.52949678094592
1311	1176440960.0	154571.14176849296	45.55932203392149
1312	1176120832.0	154529.08054132177	42.061227171187056
1313	1175816960.0	154489.15517014847	39.925371173303574
1314	1175498240.0	154447.27893837867	41.87623176979832
1315	1175148416.0	154401.31599001444	45.96294836423476
1316	1174835072.0	154360.1461043227	41.169885691750096
1317	1174552576.0	154323.0292996978	37.11680462487857
1318	1174225408.0	154280.04309551965	42.986204178159824
1319	1173844480.0	154229.99343056104	50.04966495861299
1320	1173524352.0	154187.93220338982	42.06122717121616
1321	1173254912.0	154152.53081066877	35.40139272104716
1322	1172935424.0	154110.5536723164	41.97713835237664
1323	1172577920.0	154063.5816581264	46.97201418998884
1324	1172250240.0	154020.52818289318	43.05347523323144
1325	1171939200.0	153979.66101694916	40.86716594401514
1326	1171640960.0	153940.4756273814	39.18538956774864
1327	1171295232.0	153895.05084745763	45.42477992377826
1328	1170979200.0	153853.52778872685	41.52305873078876
1329	1170615424.0	153805.73170411246	47.79608461438329
1330	1170354304.0	153771.423466036	34.30823807645356
1331	1170010368.0	153726.2341348049	45.18933123111492
1332	1169668864.0	153681.36434108528	44.86979371961206
1333	1169341312.0	153638.32768361582	43.036657469463535
1334	1169015424.0	153595.50965707528	42.818026540538995
1335	1168689536.0	153552.69163053474	42.818026540538995
1336	1168417664.0	153516.9707003022	35.72093023255002
1337	1168102016.0	153475.4980948627	41.47260543948505
1338	1167751168.0	153429.4006043884	46.097490474319784
1339	1167402880.0	153383.63946918934	45.76113519904902
1340	1167103872.0	153344.353173039	39.28629615032696
1341	1166802560.0	153304.76415714098	39.58901589803281
1342	1166475648.0	153261.81158849035	42.952568650624016
1343	1166136576.0	153217.2613322822	44.55025620813831
1344	1165842304.0	153178.59729339115	38.664038891060045
1345	1165525504.0	153136.9733280778	41.62396531336708
1346	1165196416.0	153093.73485744317	43.23847063462017
1347	1164869760.0	153050.81592432005	42.91893312311731
1348	1164579840.0	153012.72368939692	38.09223492312594
1349	1164243200.0	152968.4929707003	44.23071869663545
1350	1163904896.0	152924.04362107476	44.449349625530886
1351	1163597952.0	152883.71462357114	40.32899750361685
1352	1163275776.0	152841.38431217973	42.33031139141531
1353	1162964736.0	152800.5171462357	40.86716594401514
1354	1162666368.0	152761.31493890422	39.20220733148744
1355	1162369920.0	152722.36499802917	38.9499408750562
1356	1162043392.0	152679.46288266982	42.90211535934941
1357	1161703552.0	152634.81171987913	44.65116279068752
1358	1161429888.0	152598.8553409539	35.95637892524246
1359	1161079296.0	152552.7914860071	46.06385494678398
1360	1160762240.0	152511.1338851662	41.65760084090289
1361	1160430080.0	152467.4917882013	43.64209696490434
1362	1160144512.0	152429.9713572461	37.52043095519184
1363	1159818112.0	152387.0860596505	42.88529759561061
1364	1159523584.0	152348.3883852319	38.69767441859585
1365	1159201664.0	152306.09170936802	42.2966758638795
1366	1158931712.0	152270.6230455919	35.468663776118774
1367	1158573184.0	152223.51648929183	47.10655630007386
1368	1158278912.0	152184.85245040074	38.66403889108915
1369	1157950464.0	152141.69806858496	43.15438181578065
1370	1157654144.0	152102.76494547367	38.933123111288296
1371	1157351040.0	152062.94048088294	39.824464590725256
1372	1157017600.0	152019.1302062804	43.81027460255427
1373	1156713600.0	151979.18801734332	39.94218893707148
1374	1156403840.0	151938.48902903692	40.69898830639431
1375	1156090368.0	151897.3023255814	41.186703455518
1376	1155790976.0	151857.9655761398	39.33674944160157
1377	1155458944.0	151814.34029693864	43.62527920116554
1378	1155156224.0	151774.56628563922	39.774011299421545
1379	1154793088.0	151726.85428984364	47.711995795572875
1380	1154487552.0	151686.7102877414	40.144002102228114
1381	1154172928.0	151645.37222441204	41.338063329370925
1382	1153900672.0	151609.6008408882	35.77138352385373
1383	1153599488.0	151570.0286427539	39.57219813429401
1384	1153303040.0	151531.07870187887	38.949940875027096
1385	1152935424.0	151482.7780843516	48.30061752727488
1386	1152634112.0	151443.18906845356	39.58901589803281
1387	1152278912.0	151396.5197740113	46.669294442253886
1388	1151997056.0	151359.48705820524	37.032715806068154
1389	1151691008.0	151319.27578504797	40.211273157270625
1390	1151397632.0	151280.72947050323	38.54631454474293
1391	1151057280.0	151236.01103665747	44.71843384575914
1392	1150792704.0	151201.2487189594	34.76231769807055
1393	1150442624.0	151155.25213506765	45.996583891741466
1394	1150130816.0	151114.28406254106	40.96807252659346
1395	1149861888.0	151078.94994087506	35.33412166600465
1396	1149546112.0	151037.4605176718	41.489423203252954
1397	1149211648.0	150993.51570095913	43.9448167126684
1398	1148908160.0	150953.64078307713	39.87491788199986
1399	1148567552.0	150908.88871370384	44.752069373294944
1400	1148284544.0	150871.70463802392	37.18407567992108
1401	1147972736.0	150830.7365654973	40.968072526622564
1402	1147667584.0	150790.64301668637	40.0935488109244
1403	1147381504.0	150753.05531467614	37.58770201023435
1404	1147073664.0	150712.60859282617	40.44672184996307
1405	1146752512.0	150670.41282354487	42.19576928130118
1406	1146483968.0	150635.12915517014	35.28366837473004
1407	1146134528.0	150589.21666009724	45.91249507290195
1408	1145783680.0	150543.11916962292	46.097490474319784
1409	1145493504.0	150504.99329917226	38.12587045066175
1410	1145239680.0	150471.6436736303	33.34962554197409
1411	1144891520.0	150425.89935619498	45.74431743531022
1412	1144574336.0	150384.22493759033	41.67441860464169
1413	1144318848.0	150350.65668111944	33.56825647089863
1414	1143957248.0	150303.14649848902	47.51018263041624
1415	1143658496.0	150263.89383786626	39.25266062276205
1416	1143378176.0	150227.06293522535	36.83090264091152
1417	1143040000.0	150182.63040336355	44.432531861792086
1418	1142723072.0	150140.98962028642	41.640783077134984
1419	1142428928.0	150102.34239915913	38.64722112729214
1420	1142143744.0	150064.8724214952	37.469977663917234
1421	1141813504.0	150021.48259098674	43.389830508473096
1422	1141509632.0	149981.55721981343	39.925371173303574
1423	1141208960.0	149942.0522927342	39.5049270792224
1424	1140899200.0	149901.35330442782	40.69898830639431
1425	1140618752.0	149864.50558402314	36.84772040467942
1426	1140284672.0	149820.61122060177	43.89436342136469
1427	1139964928.0	149778.60044672186	42.01077387991245
1428	1139691648.0	149742.6945210879	35.905925633967854
1429	1139404544.0	149704.97227696754	37.72224412034848
1430	1139071744.0	149661.2460911838	43.72618578374386
1431	1138741888.0	149617.90671396663	43.339377217169385
1432	1138496768.0	149585.70069636052	32.20601760610589
1433	1138163328.0	149541.89042175797	43.81027460255427
1434	1137867264.0	149502.99093417422	38.89948758375249
1435	1137528192.0	149458.4406779661	44.550256208109204
1436	1137261056.0	149423.34200499277	35.09867297334131
1437	1136952832.0	149382.84482985153	40.497175141237676
1438	1136689920.0	149348.30114308238	34.54368676914601
1439	1136379648.0	149307.53488372092	40.76625936146593
1440	1136073856.0	149267.35724609118	40.17763762973482
1441	1135765888.0	149226.89370647748	40.46353961370187
1442	1135476224.0	149188.83510708186	38.05859939561924
1443	1135145856.0	149145.42845880962	43.406648272241
1444	1134849536.0	149106.49533569833	38.933123111288296
1445	1134571008.0	149069.8998817501	36.595453948219074
1446	1134268928.0	149030.20995926947	39.689922480640234
1447	1133993216.0	148993.98449612403	36.22546314544161
1448	1133692544.0	148954.4795690448	39.5049270792224
1449	1133366912.0	148911.6951780318	42.78439101300319
1450	1133071616.0	148872.8965970306	38.798581001203274
1451	1132752384.0	148830.95309420576	41.943502824840834
1452	1132447616.0	148790.9099986861	40.043095519649796
1453	1132143744.0	148750.9846275128	39.925371173303574
1454	1131869056.0	148714.89370647748	36.09092103532748
1455	1131545728.0	148672.41203521218	42.48167126529734
1456	1131264128.0	148635.41295493365	36.99908027853235
1457	1130953728.0	148594.62987780845	40.78307712520473
1458	1130634624.0	148552.70319274734	41.926685061102035
1459	1130359296.0	148516.52818289318	36.175009854167
1460	1130095104.0	148481.8163184864	34.711864406766836
1461	1129740288.0	148435.19747733543	46.61884115097928
1462	1129440384.0	148395.7934568388	39.40402049664408
1463	1129151872.0	148357.88621731705	37.90723952173721
1464	1128880512.0	148322.23255813954	35.65365917750751
1465	1128549760.0	148278.775456576	43.45710156354471
1466	1128256896.0	148240.29641308633	38.47904348967131
1467	1127969792.0	148202.57416896598	37.72224412034848
1468	1127657856.0	148161.5892786756	40.98489029039047
1469	1127375616.0	148124.50610957824	37.08316909734276
1470	1127116160.0	148090.4165024307	34.08960714755813
1471	1126801664.0	148049.09525686505	41.321245565632125
1472	1126476032.0	148006.31086585205	42.78439101300319
1473	1126160128.0	147964.80462488503	41.50624096702086
1474	1125860480.0	147925.43423991592	39.37038496910827
1475	1125571072.0	147887.40927604784	38.02496386808343
1476	1125283072.0	147849.56930758114	37.8399684666947
1477	1125004928.0	147813.0243069242	36.54500065694447
1478	1124696576.0	147772.5103140192	40.51399290500558
1479	1124374016.0	147730.12954933647	42.38076468271902
1480	1124071808.0	147690.4228090921	39.706740244379034
1481	1123767424.0	147650.43016686375	39.992642228346085
1482	1123517056.0	147617.53462094336	32.89554592038621
1483	1123229568.0	147579.76192353174	37.772697411623085
1484	1122953088.0	147543.4355538037	36.32636972804903
1485	1122615936.0	147499.13756405204	44.297989751648856
1486	1122308864.0	147458.79174878466	40.34581526738475
1487	1122020224.0	147420.86769149915	37.924057285505114
1488	1121715840.0	147380.8750492708	39.992642228346085
1489	1121414016.0	147341.2187623177	39.65628695310443
1490	1121172736.0	147309.5172776245	31.701484693214297
1491	1120835840.0	147265.25292340035	44.26435422414215
1492	1120559360.0	147228.92655367233	36.32636972801993
1493	1120230144.0	147185.67126527394	43.255288398388075
1494	1119973632.0	147151.96846669295	33.702798580983654
1495	1119659392.0	147110.68085665483	41.28761003812542
1496	1119328000.0	147067.1396662725	43.54119038232602
1497	1119014144.0	147025.90250952568	41.23715674682171
1498	1118754048.0	146991.7288135593	34.17369596636854
1499	1118497792.0	146958.05965050583	33.66916305347695
1500	1118135936.0	146910.5158323479	47.54381815792294
1501	1117829504.0	146870.25410589937	40.26172644854523
1502	1117545088.0	146832.88503481803	37.369071081338916
1503	1117296896.0	146800.2753908816	32.60964393641916
1504	1116962688.0	146756.3642096965	43.91118118510349
1505	1116653312.0	146715.71567468139	40.648535015119705
1506	1116372736.0	146678.85113651294	36.864538168447325
1507	1116079616.0	146640.33845749573	38.51267901720712
1508	1115811328.0	146605.08842464854	35.250032847194234
1509	1115486976.0	146562.47221127315	42.61621337538236
1510	1115191552.0	146523.6568125082	38.815398764942074
1511	1114898560.0	146485.16095125477	38.495861253439216
1512	1114612224.0	146447.539613717	37.62133753777016
1513	1114313088.0	146408.2364998029	39.303113914094865
1514	1114032512.0	146371.3719616345	36.86453816841822
1515	1113743872.0	146333.44790434896	37.92405728553422
1516	1113431040.0	146292.34528971225	41.102614636707585
1517	1113134592.0	146253.39534883722	38.949940875027096
1518	1112835072.0	146214.04178163185	39.35356720536947
1519	1112552320.0	146176.89134147944	37.150440152414376
1520	1112284032.0	146141.64130863224	35.250032847194234
1521	1112005504.0	146105.04585468402	36.595453948219074
1522	1111698304.0	146064.68322165287	40.362633031152654
1523	1111405568.0	146026.22099592694	38.46222572593251
1524	1111149568.0	145992.585468401	33.63552752594114
1525	1110852224.0	145953.5178031796	39.06766522140242
1526	1110561664.0	145915.34147943766	38.17632374193636
1527	1110256512.0	145875.24793062673	40.0935488109244
1528	1109960576.0	145836.36526080672	38.88266982001369
1529	1109688576.0	145800.6275128104	35.73774799631792
1530	1109401472.0	145762.90526869005	37.72224412034848
1531	1109116544.0	145725.46892655367	37.43634213638143
1532	1108823424.0	145686.95624753647	38.51267901720712
1533	1108512000.0	145646.03862830115	40.91761923531885
1534	1108236800.0	145609.88043621075	36.1581920903991
1535	1107945600.0	145571.62002364997	38.260412560775876
1536	1107634048.0	145530.6855866509	40.93443699905765
1537	1107350400.0	145493.41742215215	37.2681644987606
1538	1107085568.0	145458.62146892655	34.795953225606354
1539	1106774656.0	145417.7711207463	40.85034818024724
1540	1106420352.0	145371.21955065036	46.55157009593677
1541	1106190208.0	145340.98121140455	30.23833924581413
1542	1105885952.0	145301.00538693994	39.975824464607285
1543	1105609984.0	145264.746288267	36.25909867294831
1544	1105307648.0	145225.02273025885	39.72355800814694
1545	1105010304.0	145185.95506503744	39.06766522140242
1546	1104678400.0	145142.34660360005	43.60846143739764
